date,airport,direction,time,destination,flight,airline,duration,raw_text,scraped_at
2026-04-23,BKK,departure,00:01,PER Perth,TG483,TG,6h 44m,00:01 | Thai Airways | PER Perth | TG483 | 6h 44m | DETAILS,2026-01-30T15:49:06.939787
2026-04-23,BKK,arrival,11:30,SGN Ho Chi Minh City,TG551,TG,1h 25m,11:30 | Thai Airways | SGN Ho Chi Minh City | TG551 | 1h 25m | DETAILS,2026-01-30T15:50:46.227934
2026-04-23,BKK,arrival,11:35,CNX Chiang Mai,PG216,PG,1h 25m,11:35 | Bangkok Airways | CNX Chiang Mai | PG216 | 1h 25m | DETAILS,2026-01-30T15:50:46.293004
2026-04-23,BKK,arrival,11:40,CAN Guangzhou,CZ8079,CZ,3h 0m,11:40 | China Southern | CAN Guangzhou | CZ8079 | 3h 0m | DETAILS,2026-01-30T15:50:46.354034
2026-04-23,BKK,arrival,11:40,SVO Moscow,SU272,SU,9h 15m,11:40 | Aeroflot | SVO Moscow | SU272 | 9h 15m | DETAILS,2026-01-30T15:50:46.418492
2026-04-23,BKK,arrival,11:40,CEI Chiang Rai,TG131,TG,1h 30m,11:40 | Thai Airways | CEI Chiang Rai | TG131 | 1h 30m | DETAILS,2026-01-30T15:50:46.483020
2026-04-23,BKK,arrival,11:45,KBV Krabi,FD4403,FD,1h 25m,11:45 | Thai AirAsia | KBV Krabi | FD4403 | 1h 25m | DETAILS,2026-01-30T15:50:46.554240
2026-04-23,BKK,arrival,11:45,HGH Hangzhou,JD419,JD,4h 15m,11:45 | Capital Airlines | HGH Hangzhou | JD419 | 4h 15m | DETAILS,2026-01-30T15:50:46.617650
2026-04-23,BKK,arrival,11:50,AUH Abu Dhabi,EY404,EY,6h 30m,11:50 | Etihad | AUH Abu Dhabi | EY404 | 6h 30m | DETAILS,2026-01-30T15:50:46.678382
2026-04-23,BKK,arrival,11:50,HKT Phuket,FD4125,FD,1h 35m,11:50 | Thai AirAsia | HKT Phuket | FD4125 | 1h 35m | DETAILS,2026-01-30T15:50:46.746533
2026-04-23,BKK,arrival,11:50,IKT Irkutsk,SU658,SU,6h 40m,11:50 | Aeroflot | IKT Irkutsk | SU658 | 6h 40m | DETAILS,2026-01-30T15:50:46.808910
2026-04-23,BKK,arrival,11:50,HKT Phuket,TG204,TG,1h 35m,11:50 | Thai Airways | HKT Phuket | TG204 | 1h 35m | DETAILS,2026-01-30T15:50:46.876850
2026-04-23,BKK,arrival,11:50,HKT Phuket,VZ301,VZ,1h 30m,11:50 | Vietjet Thailand | HKT Phuket | VZ301 | 1h 30m | DETAILS,2026-01-30T15:50:46.945184
2026-04-23,BKK,arrival,11:55,HKT Phuket,PG272,PG,1h 35m,11:55 | Bangkok Airways | HKT Phuket | PG272 | 1h 35m | DETAILS,2026-01-30T15:50:47.006781
2026-04-23,BKK,arrival,12:00,TPE Taipei,JX741,JX,4h 0m,12:00 | Starlux | TPE Taipei | JX741 | 4h 0m | DETAILS,2026-01-30T15:50:47.071313
2026-04-23,BKK,arrival,12:05,IST Istanbul,TK52,TK,9h 50m,12:05 | Turkish Airlines | IST Istanbul | TK52 | 9h 50m | DETAILS,2026-01-30T15:50:47.137355
2026-04-23,BKK,arrival,12:10,TPE Taipei,CI831,CI,3h 45m,12:10 | China Airlines | TPE Taipei | CI831 | 3h 45m | DETAILS,2026-01-30T15:50:47.198719
2026-04-23,BKK,arrival,12:10,MNL Manila,PR730,PR,3h 30m,12:10 | PAL | MNL Manila | PR730 | 3h 30m | DETAILS,2026-01-30T15:50:47.261431
2026-04-23,BKK,arrival,12:15,DXB Dubai,EK384,EK,6h 25m,12:15 | Emirates | DXB Dubai | EK384 | 6h 25m | DETAILS,2026-01-30T15:50:47.324209
2026-04-23,BKK,arrival,12:20,PEK Beijing,HU429,HU,5h 5m,12:20 | Hainan Airlines | PEK Beijing | HU429 | 5h 5m | DETAILS,2026-01-30T15:50:47.390782
2026-04-23,BKK,arrival,12:20,KMG Kunming,MU6087,MU,2h 25m,12:20 | China Eastern | KMG Kunming | MU6087 | 2h 25m | DETAILS,2026-01-30T15:50:47.449781
2026-04-23,BKK,arrival,12:20,KTI Phnom Penh,VZ721,VZ,1h 15m,12:20 | Vietjet Thailand | KTI Phnom Penh | VZ721 | 1h 15m | DETAILS,2026-01-30T15:50:47.512371
2026-04-23,BKK,arrival,12:25,HAN Hanoi,TG561,TG,1h 50m,12:25 | Thai Airways | HAN Hanoi | TG561 | 1h 50m | DETAILS,2026-01-30T15:50:47.579107
2026-04-23,BKK,arrival,12:25,DAD Da Nang,VZ965,VZ,1h 45m,12:25 | Vietjet Thailand | DAD Da Nang | VZ965 | 1h 45m | DETAILS,2026-01-30T15:50:47.641959
2026-04-23,BKK,arrival,12:30,PVG Shanghai,MU541,MU,4h 40m,12:30 | China Eastern | PVG Shanghai | MU541 | 4h 40m | DETAILS,2026-01-30T15:50:47.709118
2026-04-23,BKK,arrival,12:30,FRA Frankfurt,TG923,TG,10h 50m,12:30 | Thai Airways | FRA Frankfurt | TG923 | 10h 50m | DETAILS,2026-01-30T15:50:47.777417
2026-04-23,BKK,arrival,12:30,FUK Fukuoka,VZ811,VZ,5h 35m,12:30 | Vietjet Thailand | FUK Fukuoka | VZ811 | 5h 35m | DETAILS,2026-01-30T15:50:47.839015
2026-04-23,BKK,arrival,12:35,FRA Frankfurt,DE2362,DE,11h 20m,12:35 | Condor | FRA Frankfurt | DE2362 | 11h 20m | DETAILS,2026-01-30T15:50:47.898380
2026-04-23,BKK,arrival,12:40,URT Surat Thani,VZ351,VZ,1h 15m,12:40 | Vietjet Thailand | URT Surat Thani | VZ351 | 1h 15m | DETAILS,2026-01-30T15:50:47.960212
2026-04-23,BKK,arrival,12:45,TFU Chengdu,9C7501,9C,3h 10m,12:45 | Spring Airlines | TFU Chengdu | 9C7501 | 3h 10m | DETAILS,2026-01-30T15:50:48.029148
2026-04-23,BKK,arrival,12:45,CMB Colombo,UL404,UL,3h 40m,12:45 | SriLankan Airlines | CMB Colombo | UL404 | 3h 40m | DETAILS,2026-01-30T15:50:48.090921
2026-04-23,BKK,arrival,12:45,SGN Ho Chi Minh City,VJ803,VJ,1h 30m,12:45 | VietJet | SGN Ho Chi Minh City | VJ803 | 1h 30m | DETAILS,2026-01-30T15:50:48.153137
2026-04-23,BKK,arrival,12:50,PVG Shanghai,9C7421,9C,4h 45m,12:50 | Spring Airlines | PVG Shanghai | 9C7421 | 4h 45m | DETAILS,2026-01-30T15:50:48.221554
2026-04-23,BKK,arrival,12:50,CAN Guangzhou,CZ8099,CZ,3h 10m,12:50 | China Southern | CAN Guangzhou | CZ8099 | 3h 10m | DETAILS,2026-01-30T15:50:48.286522
2026-04-23,BKK,arrival,12:55,DOH Doha,QR834,QR,6h 25m,12:55 | Qatar Airways | DOH Doha | QR834 | 6h 25m | DETAILS,2026-01-30T15:50:48.347486
2026-04-23,BKK,arrival,12:55,KIX Osaka,VZ821,VZ,6h 0m,12:55 | Vietjet Thailand | KIX Osaka | VZ821 | 6h 0m | DETAILS,2026-01-30T15:50:48.406725
2026-04-23,BKK,arrival,13:00,USM Koh Samui,PG130,PG,1h 15m,13:00 | Bangkok Airways | USM Koh Samui | PG130 | 1h 15m | DETAILS,2026-01-30T15:50:48.469719
2026-04-23,BKK,arrival,13:00,HAN Hanoi,VJ901,VJ,1h 50m,13:00 | VietJet | HAN Hanoi | VJ901 | 1h 50m | DETAILS,2026-01-30T15:50:48.532406
2026-04-23,BKK,arrival,13:05,XIY Xian,9C6293,9C,4h 20m,13:05 | Spring Airlines | XIY Xian | 9C6293 | 4h 20m | DETAILS,2026-01-30T15:50:48.602809
2026-04-23,BKK,arrival,13:05,TPE Taipei,BR201,BR,3h 45m,13:05 | EVA Air | TPE Taipei | BR201 | 3h 45m | DETAILS,2026-01-30T15:50:48.673884
2026-04-23,BKK,arrival,13:05,DXB Dubai,EK376,EK,6h 20m,13:05 | Emirates | DXB Dubai | EK376 | 6h 20m | DETAILS,2026-01-30T15:50:48.740152
2026-04-23,BKK,arrival,13:05,PQC Phu Quoc,VZ981,VZ,1h 20m,13:05 | Vietjet Thailand | PQC Phu Quoc | VZ981 | 1h 20m | DETAILS,2026-01-30T15:50:48.804374
2026-04-23,BKK,arrival,13:10,CGK Jakarta,GA866,GA,3h 25m,13:10 | Garuda Indonesia | CGK Jakarta | GA866 | 3h 25m | DETAILS,2026-01-30T15:50:48.872640
2026-04-23,BKK,arrival,13:10,SGN Ho Chi Minh City,VN605,VN,1h 35m,13:10 | Vietnam Airlines | SGN Ho Chi Minh City | VN605 | 1h 35m | DETAILS,2026-01-30T15:50:48.940925
2026-04-23,BKK,arrival,13:10,CNX Chiang Mai,VZ103,VZ,1h 20m,13:10 | Vietjet Thailand | CNX Chiang Mai | VZ103 | 1h 20m | DETAILS,2026-01-30T15:50:49.016205
2026-04-23,BKK,arrival,13:15,ADD Addis Ababa,ET628,ET,9h 20m,13:15 | Ethiopian | ADD Addis Ababa | ET628 | 9h 20m | DETAILS,2026-01-30T15:50:49.083651
2026-04-23,BKK,arrival,13:15,ICN Seoul,KE657,KE,5h 45m,13:15 | Korean Air | ICN Seoul | KE657 | 5h 45m | DETAILS,2026-01-30T15:50:49.147225
2026-04-23,BKK,arrival,13:15,HKT Phuket,TG206,TG,1h 35m,13:15 | Thai Airways | HKT Phuket | TG206 | 1h 35m | DETAILS,2026-01-30T15:50:49.208108
2026-04-23,BKK,arrival,13:15,KKC Khon Kaen,TG43,TG,1h 10m,13:15 | Thai Airways | KKC Khon Kaen | TG43 | 1h 10m | DETAILS,2026-01-30T15:50:49.273427
2026-04-23,BKK,arrival,13:20,CNX Chiang Mai,PG224,PG,1h 25m,13:20 | Bangkok Airways | CNX Chiang Mai | PG224 | 1h 25m | DETAILS,2026-01-30T15:50:49.336491
2026-04-23,BKK,arrival,13:20,DOH Doha,QR836,QR,6h 25m,13:20 | Qatar Airways | DOH Doha | QR836 | 6h 25m | DETAILS,2026-01-30T15:50:49.397890
2026-04-23,BKK,arrival,13:20,CNX Chiang Mai,TG105,TG,1h 25m,13:20 | Thai Airways | CNX Chiang Mai | TG105 | 1h 25m | DETAILS,2026-01-30T15:50:49.466567
2026-04-23,BKK,arrival,13:25,NGB Ningbo,9C7431,9C,4h 35m,13:25 | Spring Airlines | NGB Ningbo | 9C7431 | 4h 35m | DETAILS,2026-01-30T15:50:49.533215
2026-04-23,BKK,arrival,13:25,KUL Kuala Lumpur,MH788,MH,2h 15m,13:25 | Malaysia Airlines | KUL Kuala Lumpur | MH788 | 2h 15m | DETAILS,2026-01-30T15:50:49.592777
2026-04-23,BKK,arrival,13:25,ICN Seoul,TG659,TG,5h 50m,13:25 | Thai Airways | ICN Seoul | TG659 | 5h 50m | DETAILS,2026-01-30T15:50:49.656633
2026-04-23,BKK,arrival,13:25,RGN Yangon,TG302,TG,1h 30m,13:25 | Thai Airways | RGN Yangon | TG302 | 1h 30m | DETAILS,2026-01-30T15:50:49.718803
2026-04-23,BKK,arrival,13:30,NBO Nairobi,KQ886,KQ,9h 31m,13:30 | Kenya Airways | NBO Nairobi | KQ886 | 9h 31m | DETAILS,2026-01-30T15:50:49.781360
2026-04-23,BKK,arrival,13:30,USM Koh Samui,PG132,PG,1h 15m,13:30 | Bangkok Airways | USM Koh Samui | PG132 | 1h 15m | DETAILS,2026-01-30T15:50:49.845245
2026-04-23,BKK,arrival,13:35,BOM Mumbai,AI2354,AI,4h 20m,13:35 | Air India | BOM Mumbai | AI2354 | 4h 20m | DETAILS,2026-01-30T15:50:49.906807
2026-04-23,BKK,arrival,13:40,DAC Dhaka,BS217,BS,2h 40m,13:40 | US-Bangla Airlines | DAC Dhaka | BS217 | 2h 40m | DETAILS,2026-01-30T15:50:49.970178
2026-04-23,BKK,arrival,13:40,PNQ Pune,IX242,IX,4h 45m,13:40 | Air India Express | PNQ Pune | IX242 | 4h 45m | DETAILS,2026-01-30T15:50:50.040005
2026-04-23,BKK,arrival,13:40,SGN Ho Chi Minh City,VU131,VU,1h 35m,13:40 | Vietravel Airlines | SGN Ho Chi Minh City | VU131 | 1h 35m | DETAILS,2026-01-30T15:50:50.102970
2026-04-23,BKK,arrival,13:45,RUH Riyadh,SV846,SV,7h 35m,13:45 | Saudia | RUH Riyadh | SV846 | 7h 35m | DETAILS,2026-01-30T15:50:50.167532
2026-04-23,BKK,arrival,13:45,SIN Singapore,TG404,TG,2h 20m,13:45 | Thai Airways | SIN Singapore | TG404 | 2h 20m | DETAILS,2026-01-30T15:50:50.231913
2026-04-23,BKK,arrival,13:45,NRT Tokyo,VZ831,VZ,6h 50m,13:45 | Vietjet Thailand | NRT Tokyo | VZ831 | 6h 50m | DETAILS,2026-01-30T15:50:50.295427
2026-04-23,BKK,arrival,13:50,NST Nakhon Si Thammarat,FD4232,FD,1h 25m,13:50 | Thai AirAsia | NST Nakhon Si Thammarat | FD4232 | 1h 25m | DETAILS,2026-01-30T15:50:50.466304
2026-04-23,BKK,arrival,13:55,KTI Phnom Penh,K6724,K6,1h 10m,13:55 | Air Cambodia | KTI Phnom Penh | K6724 | 1h 10m | DETAILS,2026-01-30T15:50:50.576073
2026-04-23,BKK,arrival,13:55,HKT Phuket,VZ305,VZ,1h 30m,13:55 | Vietjet Thailand | HKT Phuket | VZ305 | 1h 30m | DETAILS,2026-01-30T15:50:50.677941
2026-04-23,BKK,arrival,14:00,SWA Jieyang,9C6193,9C,3h 20m,14:00 | Spring Airlines | SWA Jieyang | 9C6193 | 3h 20m | DETAILS,2026-01-30T15:50:50.783175
2026-04-23,BKK,arrival,14:00,HKG Hong Kong,CX653,CX,3h 0m,14:00 | Cathay Pacific | HKG Hong Kong | CX653 | 3h 0m | DETAILS,2026-01-30T15:50:50.884232
2026-04-23,BKK,arrival,14:00,MUC Munich,LH772,LH,10h 40m,14:00 | Lufthansa | MUC Munich | LH772 | 10h 40m | DETAILS,2026-01-30T15:50:50.974831
2026-04-23,BKK,arrival,14:00,TLV Tel Aviv-Yafo,LY81,LY,11h 40m,14:00 | El Al | TLV Tel Aviv-Yafo | LY81 | 11h 40m | DETAILS,2026-01-30T15:50:51.074234
2026-04-23,BKK,arrival,14:00,UBP Ubon Ratchathani,VZ221,VZ,1h 15m,14:00 | Vietjet Thailand | UBP Ubon Ratchathani | VZ221 | 1h 15m | DETAILS,2026-01-30T15:50:51.186594
2026-04-23,BKK,arrival,14:05,CAN Guangzhou,CZ5095,CZ,3h 0m,14:05 | China Southern | CAN Guangzhou | CZ5095 | 3h 0m | DETAILS,2026-01-30T15:50:51.298078
2026-04-23,BKK,arrival,14:05,CNX Chiang Mai,FD4107,FD,1h 30m,14:05 | Thai AirAsia | CNX Chiang Mai | FD4107 | 1h 30m | DETAILS,2026-01-30T15:50:51.406642
2026-04-23,BKK,arrival,14:10,TDX Trat,PG306,PG,1h 0m,14:10 | Bangkok Airways | TDX Trat | PG306 | 1h 0m | DETAILS,2026-01-30T15:50:51.516278
2026-04-23,BKK,arrival,14:10,ICN Seoul,TG657,TG,5h 50m,14:10 | Thai Airways | ICN Seoul | TG657 | 5h 50m | DETAILS,2026-01-30T15:50:51.616365
2026-04-23,BKK,arrival,14:15,DEL Delhi,AI2355,AI,4h 20m,14:15 | Air India | DEL Delhi | AI2355 | 4h 20m | DETAILS,2026-01-30T15:50:51.713914
2026-04-23,BKK,arrival,14:15,KKC Khon Kaen,FD4502,FD,1h 10m,14:15 | Thai AirAsia | KKC Khon Kaen | FD4502 | 1h 10m | DETAILS,2026-01-30T15:50:51.814267
2026-04-23,BKK,arrival,14:15,SIN Singapore,SQ710,SQ,2h 30m,14:15 | Singapore Airlines | SIN Singapore | SQ710 | 2h 30m | DETAILS,2026-01-30T15:50:51.919879
2026-04-23,BKK,arrival,14:20,MFM Macau,NX936,NX,2h 45m,14:20 | Air Macau | MFM Macau | NX936 | 2h 45m | DETAILS,2026-01-30T15:50:52.045368
2026-04-23,BKK,arrival,14:20,OVB Novosibirsk,SU650,SU,7h 40m,14:20 | Aeroflot | OVB Novosibirsk | SU650 | 7h 40m | DETAILS,2026-01-30T15:50:52.139902
2026-04-23,BKK,arrival,14:25,SAI Siem Reap,PG906,PG,1h 30m,14:25 | Bangkok Airways | SAI Siem Reap | PG906 | 1h 30m | DETAILS,2026-01-30T15:50:52.236198
2026-04-23,BKK,arrival,14:25,CDG Paris,SB501,SB,11h 55m,14:25 | Aircalin | CDG Paris | SB501 | 11h 55m | DETAILS,2026-01-30T15:50:52.340624
2026-04-23,BKK,arrival,14:25,HKG Hong Kong,TG601,TG,2h 40m,14:25 | Thai Airways | HKG Hong Kong | TG601 | 2h 40m | DETAILS,2026-01-30T15:50:52.441983
2026-04-23,BKK,arrival,14:25,SIN Singapore,TR604,TR,2h 35m,14:25 | Scoot | SIN Singapore | TR604 | 2h 35m | DETAILS,2026-01-30T15:50:52.542229
2026-04-23,BKK,arrival,14:30,CAN Guangzhou,CZ3081,CZ,3h 0m,14:30 | China Southern | CAN Guangzhou | CZ3081 | 3h 0m | DETAILS,2026-01-30T15:50:52.635314
2026-04-23,BKK,arrival,14:30,HKT Phuket,PG276,PG,1h 35m,14:30 | Bangkok Airways | HKT Phuket | PG276 | 1h 35m | DETAILS,2026-01-30T15:50:52.740037
2026-04-23,BKK,arrival,14:30,KUL Kuala Lumpur,TG416,TG,2h 10m,14:30 | Thai Airways | KUL Kuala Lumpur | TG416 | 2h 10m | DETAILS,2026-01-30T15:50:52.866704
2026-04-23,BKK,arrival,14:35,HKT Phuket,TG208,TG,1h 35m,14:35 | Thai Airways | HKT Phuket | TG208 | 1h 35m | DETAILS,2026-01-30T15:50:52.958410
2026-04-23,BKK,arrival,14:35,HDY Hat Yai,VZ325,VZ,1h 30m,14:35 | Vietjet Thailand | HDY Hat Yai | VZ325 | 1h 30m | DETAILS,2026-01-30T15:50:53.065230
2026-04-23,BKK,arrival,14:40,RGN Yangon,8M333,8M,1h 20m,14:40 | MAI | RGN Yangon | 8M333 | 1h 20m | DETAILS,2026-01-30T15:50:53.165494
2026-04-23,BKK,arrival,14:45,LJG Lijiang,DR5041,DR,2h 45m,14:45 | Ruili Airlines | LJG Lijiang | DR5041 | 2h 45m | DETAILS,2026-01-30T15:50:53.275065
2026-04-23,BKK,arrival,14:45,SGN Ho Chi Minh City,VJ807,VJ,1h 30m,14:45 | VietJet | SGN Ho Chi Minh City | VJ807 | 1h 30m | DETAILS,2026-01-30T15:50:53.382073
2026-04-23,BKK,arrival,14:45,HAN Hanoi,VN615,VN,2h 0m,14:45 | Vietnam Airlines | HAN Hanoi | VN615 | 2h 0m | DETAILS,2026-01-30T15:50:53.482684
2026-04-23,BKK,arrival,14:50,PVG Shanghai,9C7279,9C,4h 55m,14:50 | Spring Airlines | PVG Shanghai | 9C7279 | 4h 55m | DETAILS,2026-01-30T15:50:53.620795
2026-04-23,BKK,arrival,14:50,NKG Nanjing,JD619,JD,4h 40m,14:50 | Capital Airlines | NKG Nanjing | JD619 | 4h 40m | DETAILS,2026-01-30T15:50:53.755762
2026-04-23,BKK,arrival,14:50,VIE Vienna,OS7,OS,10h 15m,14:50 | Austrian | VIE Vienna | OS7 | 10h 15m | DETAILS,2026-01-30T15:50:53.845569
2026-04-23,BKK,arrival,14:50,LPQ Luang Prabang,PG942,PG,2h 5m,14:50 | Bangkok Airways | LPQ Luang Prabang | PG942 | 2h 5m | DETAILS,2026-01-30T15:50:53.934466
2026-04-23,BKK,arrival,14:50,VTE Vientiane,TG571,TG,1h 20m,14:50 | Thai Airways | VTE Vientiane | TG571 | 1h 20m | DETAILS,2026-01-30T15:50:54.017504
2026-04-23,BKK,arrival,14:55,NAW Narathiwat,FD4253,FD,1h 30m,14:55 | Thai AirAsia | NAW Narathiwat | FD4253 | 1h 30m | DETAILS,2026-01-30T15:50:54.097620
2026-04-23,BKK,arrival,14:55,HKG Hong Kong,HX775,HX,3h 10m,14:55 | Hong Kong Airlines | HKG Hong Kong | HX775 | 3h 10m | DETAILS,2026-01-30T15:50:54.182027
2026-04-23,BKK,arrival,14:55,KMG Kunming,MU741,MU,2h 35m,14:55 | China Eastern | KMG Kunming | MU741 | 2h 35m | DETAILS,2026-01-30T15:50:54.268483
2026-04-23,BKK,arrival,14:55,VVO Vladivostok,SU644,SU,6h 55m,14:55 | Aeroflot | VVO Vladivostok | SU644 | 6h 55m | DETAILS,2026-01-30T15:50:54.355642
2026-04-23,BKK,arrival,15:00,DAC Dhaka,BG388,BG,2h 45m,15:00 | Biman | DAC Dhaka | BG388 | 2h 45m | DETAILS,2026-01-30T15:50:54.446275
2026-04-23,BKK,arrival,15:00,LHR London,TG917,TG,11h 35m,15:00 | Thai Airways | LHR London | TG917 | 11h 35m | DETAILS,2026-01-30T15:50:54.799676
2026-04-23,BKK,arrival,15:00,NGO Nagoya,TG645,TG,6h 0m,15:00 | Thai Airways | NGO Nagoya | TG645 | 6h 0m | DETAILS,2026-01-30T15:50:54.886610
2026-04-23,BKK,arrival,15:00,DAD Da Nang,VZ961,VZ,1h 45m,15:00 | Vietjet Thailand | DAD Da Nang | VZ961 | 1h 45m | DETAILS,2026-01-30T15:50:54.957493
2026-04-23,BKK,arrival,15:05,USM Koh Samui,PG142,PG,1h 15m,15:05 | Bangkok Airways | USM Koh Samui | PG142 | 1h 15m | DETAILS,2026-01-30T15:50:55.023786
2026-04-23,BKK,arrival,15:05,CNX Chiang Mai,TG107,TG,1h 25m,15:05 | Thai Airways | CNX Chiang Mai | TG107 | 1h 25m | DETAILS,2026-01-30T15:50:55.087924
2026-04-23,BKK,arrival,15:05,FUK Fukuoka,TG649,TG,5h 30m,15:05 | Thai Airways | FUK Fukuoka | TG649 | 5h 30m | DETAILS,2026-01-30T15:50:55.147095
2026-04-23,BKK,arrival,15:05,HND Tokyo,TG683,TG,6h 30m,15:05 | Thai Airways | HND Tokyo | TG683 | 6h 30m | DETAILS,2026-01-30T15:50:55.220674
2026-04-23,BKK,arrival,15:05,UTH Udon Thani,TG5,TG,1h 10m,15:05 | Thai Airways | UTH Udon Thani | TG5 | 1h 10m | DETAILS,2026-01-30T15:50:55.280247
2026-04-23,BKK,arrival,15:10,CNX Chiang Mai,FD4103,FD,1h 20m,15:10 | Thai AirAsia | CNX Chiang Mai | FD4103 | 1h 20m | DETAILS,2026-01-30T15:50:55.345837
2026-04-23,BKK,arrival,15:10,HND Tokyo,JL31,JL,6h 30m,15:10 | JAL | HND Tokyo | JL31 | 6h 30m | DETAILS,2026-01-30T15:50:55.410402
2026-04-23,BKK,arrival,15:10,USM Koh Samui,PG158,PG,1h 35m,15:10 | Bangkok Airways | USM Koh Samui | PG158 | 1h 35m | DETAILS,2026-01-30T15:50:55.476411
2026-04-23,BKK,arrival,15:10,CEI Chiang Rai,TG133,TG,1h 30m,15:10 | Thai Airways | CEI Chiang Rai | TG133 | 1h 30m | DETAILS,2026-01-30T15:50:55.544198
2026-04-23,BKK,arrival,15:15,USM Koh Samui,PG144,PG,1h 15m,15:15 | Bangkok Airways | USM Koh Samui | PG144 | 1h 15m | DETAILS,2026-01-30T15:50:55.610350
2026-04-23,BKK,arrival,15:20,KTI Phnom Penh,KR703,KR,1h 20m,15:20 | Cambodia Airways | KTI Phnom Penh | KR703 | 1h 20m | DETAILS,2026-01-30T15:50:55.676120
2026-04-23,BKK,arrival,15:20,NRT Tokyo,TG641,TG,6h 30m,15:20 | Thai Airways | NRT Tokyo | TG641 | 6h 30m | DETAILS,2026-01-30T15:50:55.738973
2026-04-23,BKK,arrival,15:25,HKG Hong Kong,CX775,CX,3h 5m,15:25 | Cathay Pacific | HKG Hong Kong | CX775 | 3h 5m | DETAILS,2026-01-30T15:50:55.803276
2026-04-23,BKK,arrival,15:25,MNL Manila,TG621,TG,3h 30m,15:25 | Thai Airways | MNL Manila | TG621 | 3h 30m | DETAILS,2026-01-30T15:50:55.871529
2026-04-23,BKK,arrival,15:25,PER Perth,TG484,TG,7h 5m,15:25 | Thai Airways | PER Perth | TG484 | 7h 5m | DETAILS,2026-01-30T15:50:55.932163
2026-04-23,BKK,arrival,15:25,IST Istanbul,TK68,TK,9h 30m,15:25 | Turkish Airlines | IST Istanbul | TK68 | 9h 30m | DETAILS,2026-01-30T15:50:55.996412
2026-04-23,BKK,arrival,15:30,LHR London,BR68,BR,11h 55m,15:30 | EVA Air | LHR London | BR68 | 11h 55m | DETAILS,2026-01-30T15:50:56.068465
2026-04-23,BKK,arrival,15:30,HND Tokyo,NH847,NH,6h 40m,15:30 | ANA | HND Tokyo | NH847 | 6h 40m | DETAILS,2026-01-30T15:50:56.131276
2026-04-23,BKK,arrival,15:30,CTS Sapporo,TG671,TG,7h 0m,15:30 | Thai Airways | CTS Sapporo | TG671 | 7h 0m | DETAILS,2026-01-30T15:50:56.194866
2026-04-23,BKK,arrival,15:30,HKG Hong Kong,UO700,UO,3h 0m,15:30 | HK Express | HKG Hong Kong | UO700 | 3h 0m | DETAILS,2026-01-30T15:50:56.266331
2026-04-23,BKK,arrival,15:35,CNX Chiang Mai,FD4119,FD,1h 25m,15:35 | Thai AirAsia | CNX Chiang Mai | FD4119 | 1h 25m | DETAILS,2026-01-30T15:50:56.331634
2026-04-23,BKK,arrival,15:35,AMM Amman,RJ182,RJ,8h 5m,15:35 | Royal Jordanian | AMM Amman | RJ182 | 8h 5m | DETAILS,2026-01-30T15:50:56.394476
2026-04-23,BKK,arrival,15:35,KIX Osaka,TG623,TG,5h 50m,15:35 | Thai Airways | KIX Osaka | TG623 | 5h 50m | DETAILS,2026-01-30T15:50:56.454268
2026-04-23,BKK,arrival,15:35,LYA Luoyang,UQ2641,UQ,4h 20m,15:35 | Urumqi Airlines | LYA Luoyang | UQ2641 | 4h 20m | DETAILS,2026-01-30T15:50:56.526171
2026-04-23,BKK,arrival,15:45,KWE Guiyang,AQ1207,AQ,4h 0m,15:45 | 9 Air | KWE Guiyang | AQ1207 | 4h 0m | DETAILS,2026-01-30T15:50:56.590550
2026-04-23,BKK,arrival,15:45,CNX Chiang Mai,VZ111,VZ,1h 20m,15:45 | Vietjet Thailand | CNX Chiang Mai | VZ111 | 1h 20m | DETAILS,2026-01-30T15:50:56.650566
2026-04-23,BKK,arrival,15:50,PVG Shanghai,FM833,FM,4h 50m,15:50 | Shanghai Airlines | PVG Shanghai | FM833 | 4h 50m | DETAILS,2026-01-30T15:50:56.713577
2026-04-23,BKK,arrival,15:50,USM Koh Samui,PG136,PG,1h 15m,15:50 | Bangkok Airways | USM Koh Samui | PG136 | 1h 15m | DETAILS,2026-01-30T15:50:56.775715
2026-04-23,BKK,arrival,15:50,IKT Irkutsk,S76309,S7,6h 5m,15:50 | S7 Airlines | IKT Irkutsk | S76309 | 6h 5m | DETAILS,2026-01-30T15:50:56.838756
2026-04-23,BKK,arrival,16:00,ICN Seoul,VZ851,VZ,5h 50m,16:00 | Vietjet Thailand | ICN Seoul | VZ851 | 5h 50m | DETAILS,2026-01-30T15:50:56.898467
2026-04-23,BKK,arrival,16:05,CCU Kolkata,B3700,B3,2h 40m,16:05 | Bhutan Airlines | CCU Kolkata | B3700 | 2h 40m | DETAILS,2026-01-30T15:50:56.962267
2026-04-23,BKK,arrival,16:05,HKT Phuket,FD4111,FD,1h 40m,16:05 | Thai AirAsia | HKT Phuket | FD4111 | 1h 40m | DETAILS,2026-01-30T15:50:57.025680
2026-04-23,BKK,arrival,16:05,BLR Bengaluru,IX882,IX,4h 0m,16:05 | Air India Express | BLR Bengaluru | IX882 | 4h 0m | DETAILS,2026-01-30T15:50:57.088802
2026-04-23,BKK,arrival,16:05,CGK Jakarta,TG434,TG,3h 30m,16:05 | Thai Airways | CGK Jakarta | TG434 | 3h 30m | DETAILS,2026-01-30T15:50:57.156802
